Taxon_Lineage_with_Names	Taxon_Lineage_with_IDs	SRR9161485	SRR9161486	SRR9161487	SRR9161488	SRR9161489	SRR9161490	SRR9161491	SRR9161492	SRR9161493	SRR9161494	SRR9161495	SRR9161496	SRR9161497	SRR9161498	SRR9161499	SRR9161500	SRR9161501	SRR9161502	SRR9161503	SRR9161504	SRR9161505	SRR9161506	SRR9161507	SRR9161508	SRR9161509	SRR9161510	SRR9161511	SRR9161512	SRR9161513	SRR9161514	SRR9161515	SRR9161516	SRR9161517	SRR9161518	SRR9161519	SRR9161520	SRR9161521	SRR9161522	SRR9161523	SRR9161524	SRR9161525	SRR9161526	SRR9161527	SRR9161528	SRR9161529	SRR9161530	SRR9161531	SRR9161532	SRR9161533	SRR9161534	SRR9161535	SRR9161536	SRR9161537	SRR9161538	SRR9161539	SRR9161540	SRR9161541	SRR9161542	SRR9161543	SRR9161544	SRR9161545	SRR9161546	SRR9161547	SRR9161548	SRR9161549	SRR9161550	SRR9161551	SRR9161552	SRR9161553	SRR9161554	SRR9161555	SRR9161556	SRR9161557	SRR9161558	SRR9161559	SRR9161560	SRR9161561	SRR9161562	SRR9161563	SRR9161564	SRR9161565	SRR9161566	SRR9161567	SRR9161568	SRR9161569	SRR9161570	SRR9161571	SRR9161572	SRR9161573	SRR9161574	SRR9161575	SRR9161576	SRR9161577	SRR9161578	SRR9161579	SRR9161580	SRR9161581	SRR9161582	SRR9161583	SRR9161584	SRR9161585	SRR9161586	SRR9161587	SRR9161588	SRR9161589	SRR9161590	SRR9161591	SRR9161592	SRR9161593	SRR9161594	SRR9161595	SRR9161596	SRR9161597	SRR9161598	SRR9161599	SRR9161600	SRR9161601	SRR9161602	SRR9161603	SRR9161604	SRR9161605	SRR9161606	SRR9161607	SRR9161608	SRR9161609	SRR9161610	SRR9161611	SRR9161612	SRR9161613	SRR9161614	SRR9162899	SRR9162900	SRR9162901	SRR9162902	SRR9162903	SRR9162904	SRR9162905	SRR9162906	SRR9162907	SRR9162908
root_root|no rank_cellular organisms|superkingdom_Eukaryota|clade_Opisthokonta|kingdom_Fungi|subkingdom_Dikarya|phylum_Basidiomycota|subphylum_Agaricomycotina|class_Agaricomycetes|no rank_Agaricomycetes incertae sedis|order_Cantharellales|family_Ceratobasidiaceae|genus_Rhizoctonia|species_Rhizoctonia solani	root_1|no rank_131567|superkingdom_2759|clade_33154|kingdom_4751|subkingdom_451864|phylum_5204|subphylum_5302|class_155619|no rank_355688|order_36064|family_5250|genus_1322061|species_456999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.92795199579464e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|no rank_cellular organisms|superkingdom_Eukaryota|clade_Opisthokonta|kingdom_Fungi|subkingdom_Dikarya|phylum_Ascomycota|clade_saccharomyceta|subphylum_Pezizomycotina|clade_leotiomyceta|clade_dothideomyceta|class_Dothideomycetes|subclass_Dothideomycetidae|order_Mycosphaerellales|family_Mycosphaerellaceae|genus_Zymoseptoria|species_Zymoseptoria tritici	root_1|no rank_131567|superkingdom_2759|clade_33154|kingdom_4751|subkingdom_451864|phylum_4890|clade_716545|subphylum_147538|clade_716546|clade_715962|class_147541|subclass_451867|order_2726947|family_93133|genus_1047167|species_1047171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61925166989117e-08	0	0	0	0	0	0	0	0	0	1.89826171151154e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99717915624938e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|no rank_cellular organisms|superkingdom_Eukaryota|clade_Opisthokonta|kingdom_Fungi|subkingdom_Dikarya|phylum_Ascomycota|clade_saccharomyceta|subphylum_Pezizomycotina|clade_leotiomyceta|clade_sordariomyceta|class_Sordariomycetes|subclass_Sordariomycetidae|order_Sordariales|family_Chaetomiaceae|genus_Thermothielavioides|species_Thermothielavioides terrestris	root_1|no rank_131567|superkingdom_2759|clade_33154|kingdom_4751|subkingdom_451864|phylum_4890|clade_716545|subphylum_147538|clade_716546|clade_715989|class_147550|subclass_222544|order_5139|family_35718|genus_2609811|species_2587410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.78015690197175e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Oscillospirales|family_f__Acutalibacteraceae|genus_g__UMGS1071|species_s__UMGS1071 sp900541905	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000012|family_3000013|genus_3000014|species_3000015	0	0	0	0	0	0	0	0	0	0	0	1.01507568326175e-06	0	0	0	0	0	0	0	0	0	0	0	0	3.10647976746153e-05	1.17504291686376e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33635496030065e-05	2.43941187670202e-05	0	0	0	5.10478065190992e-05	0	0	0	0	2.03511584838822e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000190171287152293	3.29544533275333e-05
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Lachnospirales|family_f__Lachnospiraceae|genus_g__Anaerostipes|species_s__Anaerostipes hadrus	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000007|family_3000008|genus_3000026|species_3000027	0	0	0	0	0	0	0	0	0	0	0	3.7784990316991e-06	0	0	0	0	0.000161305547416766	0.000264350443128033	2.16418819040219e-05	0.000110088939785883	7.34419660669868e-05	0.000257818682982628	3.81557475802017e-05	0	9.54155386920087e-05	0	0	0	0	3.75358764814469e-06	0	0	0	0	5.86029854507139e-05	1.06890724041339e-05	0	0	0	0	0	0	0	0	0	0	2.61313357417671e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53181541319789e-05	0	0	0	0	3.66758457545076e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.54926163645671e-05	0	0	0	0	0	0	0	0	0	5.55153228689697e-05	0	0	4.82301892196833e-06	0	0	0	0	1.94348999898802e-05	2.22338642242923e-05	0	3.01444436224101e-05	0	0	0	0	0	2.18661066677099e-05	0.000249686858732277	0	0	0	0.000110132649211503	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000235507461313287	0.000527986811118696	0.000463334097698197	0.000567859626528315	0.00855155086740415	0.000479043963012239	0.000754932819260186	0.00388552196380083	0.0019204069623704	0.00152144261631562
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Actinomycetota|class_c__Coriobacteriia|order_o__Coriobacteriales|family_f__Coriobacteriaceae|genus_g__Collinsella|species_s__Collinsella sp900758845	root_1|no rank_131567|superkingdom_2|phylum_3000072|class_3000073|order_3000074|family_3000075|genus_3000076|species_3000079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2289927644137e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.57874118543982e-06	0	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__TANB77|family_f__CAG-508|genus_g__UMGS1663|species_s__UMGS1663 sp900553865	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000085|family_3000086|genus_3000087|species_3000088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9759460691814e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Oscillospirales|family_f__Acutalibacteraceae|genus_g__Solibaculum|species_s__Solibaculum mannosilyticum	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000012|family_3000013|genus_3000090|species_3000091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56808975802034e-06	3.82072942986524e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacteroidota|class_c__Bacteroidia|order_o__Bacteroidales|family_f__Tannerellaceae|genus_g__Parabacteroides|species_s__Parabacteroides acidifaciens	root_1|no rank_131567|superkingdom_2|phylum_3000093|class_3000094|order_3000095|family_3000096|genus_3000097|species_3000098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.22076219815448e-06	3.98214004806403e-06	0	8.18338705045183e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98388110368729e-05	0	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Oscillospirales|family_f__Acutalibacteraceae|genus_g__HGM12789|species_s__HGM12789 sp900766585	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000012|family_3000013|genus_3000107|species_3000108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82625904737232e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Lachnospirales|family_f__Lachnospiraceae|genus_g__Mediterraneibacter|species_s__Mediterraneibacter massiliensis	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000007|family_3000008|genus_3000009|species_3000125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42739446936441e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05965298963964e-05
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_B|class_c__Dehalobacteriia|order_o__UBA7702|family_f__UBA7702|genus_g__UBA7702|species_s__UBA7702 sp934702375	root_1|no rank_131567|superkingdom_2|phylum_3000132|class_3000133|order_3000134|family_3000135|genus_3000136|species_3000137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.7115167876088e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.40840979085057e-05	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Actinomycetota|class_c__Coriobacteriia|order_o__Coriobacteriales|family_f__Coriobacteriaceae|genus_g__Collinsella|species_s__Collinsella sp002232035	root_1|no rank_131567|superkingdom_2|phylum_3000072|class_3000073|order_3000074|family_3000075|genus_3000076|species_3000139	0	0	0	0	2.76674508996203e-06	0	0	0	0	0	0	0	0	0	0	5.47066630786434e-07	8.30680898687016e-06	5.55365487769994e-05	1.46205721142387e-05	4.19417580052366e-05	2.57359920338723e-05	2.14276411495084e-05	4.41745622726451e-06	0	3.26761736935208e-05	0	0	0	0	0	0	0	0	0	9.31781302637228e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.75652629118962e-06	0	0	0	0	0	0	3.51037380547351e-06	0	0	0	4.02284289988808e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	9.83608462425942e-05	1.42438169506679e-05	5.22259354850512e-05	0.000108424653997398	0.00045092775277388	0	0	3.21058020270247e-05	0.000147919209680098	4.19863461452181e-05
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Oscillospirales|family_f__Oscillospiraceae|genus_g__CAKTFW01|species_s__MGYG000003297	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000012|family_3000160|genus_3000161|species_3000162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55575605183116e-06	0	2.05160264263004e-05	1.62837947700633e-05	0	1.05848930129679e-05	2.26891824654392e-05	2.4011859940399e-05	0	5.62111074860956e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34828061926419e-05	0	0	2.72890320866096e-05	0	3.15959308989301e-05	1.83759606242546e-05	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Lachnospirales|family_f__Lachnospiraceae|genus_g__CAG-317|species_s__CAG-317 sp000433535	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000007|family_3000008|genus_3000180|species_3000181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56938233271265e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00198657595393139	0	0	0	0	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Christensenellales|family_f__CAG-74|genus_g__Pullichristensenella|species_s__MGYG000002151	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000064|family_3000185|genus_3000186|species_3000187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.04494039552977e-06	3.99681634455293e-06	0	0	4.23847037818616e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacteroidota|class_c__Bacteroidia|order_o__Bacteroidales|family_f__UBA932|genus_g__Cryptobacteroides|species_s__Cryptobacteroides sp000435075	root_1|no rank_131567|superkingdom_2|phylum_3000093|class_3000094|order_3000095|family_3000193|genus_3000194|species_3000195	0	0	0.00039472858852665	1.58322318138457e-05	0	0	0	0	2.4402429970108e-05	0.000180141850800049	0	0	0	0	0	2.01211094402313e-06	0	0.0176664012699105	0.000435577855534919	0	0.00188282665937021	2.54294148249596e-05	7.12374429696056e-06	0	1.16529392970997e-05	0	1.20739043756528e-05	0	0	0	0	0	0	1.0567814308643e-05	0.000495811053960882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29237099958959e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106669076733252	0.000146946447426255	7.21261950344706e-05	0	0.000315308077172839	0	7.34150243656203e-06	0	2.97242077526969e-05	0	0	0	0	0	0	8.45085826381283e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	3.41844371374454e-05	0	0.027800690806249	0.000404491643279027	0	0.00357704119022114	2.95693409024324e-05	2.23063971876795e-05	4.54528259628467e-05	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacteroidota|class_c__Bacteroidia|order_o__Bacteroidales|family_f__UBA932|genus_g__Cryptobacteroides|species_s__Cryptobacteroides sp934700615	root_1|no rank_131567|superkingdom_2|phylum_3000093|class_3000094|order_3000095|family_3000193|genus_3000194|species_3000201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000105227749085508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Oscillospirales|family_f__Oscillospiraceae|genus_g__Dysosmobacter|species_s__Dysosmobacter sp900542115	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000012|family_3000160|genus_3000253|species_3000254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95461190787586e-06	0	0.000197562915486424	0.00010540651911939	9.50353874077451e-05	8.42958850492362e-05	0.000144508071415718	2.08420716963142e-05	0	6.23479664823665e-05	0	0	0	0	0	0	0	0	0	1.09170637775389e-05	0	5.81964124366e-07	0	0	0	0	0	0	0	0	0	2.56813374972416e-06	0	0	0	0	0	0	0	0	0	0	8.23340513714381e-07	0	0	0	0	0	0	0	0	3.89986444828894e-06	0	0	1.71625106940711e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55758866069095e-06	0	0	0	0	0	2.33065759116121e-06	0	5.96050456559089e-06	0	0	0	1.62888312412335e-06	7.90195567871855e-07	0	1.79846947647681e-05	2.2395608334211e-06	0	0	8.13029343783059e-06	0	0	9.07311829294596e-07	0	0	0	0	0	0	0	0	0	0	3.05151000871922e-05	0	0.000139839312729661	0.000134651406527578	4.0024898609607e-05	3.2028310397344e-05	6.85997573381432e-05	0	5.7039954243152e-05	6.27417387759366e-05
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Pseudomonadota|class_c__Gammaproteobacteria|order_o__Burkholderiales|family_f__Burkholderiaceae|genus_g__Oxalobacter|species_s__Oxalobacter formigenes	root_1|no rank_131567|superkingdom_2|phylum_3000019|class_3000020|order_3000021|family_3000256|genus_3000257|species_3000258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.85361699470614e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81207929229806e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.46792503690124e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000142716382059133	0	0	0	0	0	0	0	0	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Peptostreptococcales|family_f__Peptostreptococcaceae|genus_g__Romboutsia|species_s__Romboutsia timonensis	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000002|family_3000265|genus_3000266|species_3000267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.17335373711643e-06	3.569532163989e-05	0	2.62529600229039e-05	0	0	0	0.000102100071019287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.87211369956174e-06	0	0	0	0	0	0	0	0	0	0	4.5691231909122e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	8.47709760909429e-05	0	0	0.00013258895189212	6.77705503773233e-05	0	0	0.000275954634537028	0.000277250249503664	0.000251779301084986
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Oscillospirales|family_f__Oscillospiraceae|genus_g__CAG-170|species_s__CAG-170 sp900545925	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000012|family_3000160|genus_3000291|species_3000292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2842959279676e-05	4.07258005447326e-06	9.3156986030691e-05	5.18609477234447e-05	7.93813310250629e-05	0.000757692600452484	0.000640254403541165	2.22786675247726e-05	0	0.00118958434035353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.47145744697193e-06	0	0	0	0	0	0	0	0	0	0	5.36982203097495e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00699720508833e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.21393479532018e-06	0	0	0	0	9.12055939393276e-06	6.60446967910168e-06	0	1.17202659555545e-05	0	0	0	1.19600370289574e-05	2.66557389533778e-06	4.63006179415605e-05	0.000273853609319639	3.75367500038102e-05	0	2.5049625858446e-06	0.000125729649248806	0	1.89281487250596e-05	5.05799530492499e-06	0	0.000143948200047228	0	0	0	0	0	0	0	0	0.000316468993934857	0	0.000154464307272839	0	0	0.000790911251303556	0.000432484999216922	4.1502895437037e-05	0.00104048221624801	9.72872834168269e-05
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Actinomycetota|class_c__Coriobacteriia|order_o__Coriobacteriales|family_f__Coriobacteriaceae|genus_g__Collinsella|species_s__Collinsella sp900543605	root_1|no rank_131567|superkingdom_2|phylum_3000072|class_3000073|order_3000074|family_3000075|genus_3000076|species_3000326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97587661237828e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Oscillospirales|family_f__Oscillospiraceae|genus_g__CAG-103|species_s__CAG-103 sp900317855	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000012|family_3000160|genus_3000333|species_3000334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000679000306068416	5.24238968785051e-05	0	3.39872659828345e-05	0	0	0	5.2613179244074e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000404379449087741	7.8077605607783e-05	0	0	0	0	8.1970305832908e-05	0
